Student_ID,Gender,Age,Study_Hours_per_Week,Attendance_Percentage,Previous_Grade,Internet_Access,Assignments_Completed,Mock_Test_Score,Final_Exam_Score,Performance,Cluster
STU4859,Male,18,18,56,46,No,10,45,50,Average,3
STU4860,Female,18,16,89,55,No,5,78,72,Average,0
STU4861,Female,18,21,55,62,Yes,3,43,64,Average,3
STU4862,Male,23,33,88,97,Yes,12,35,75,Excellent,2
STU4863,Female,21,31,99,62,Yes,19,71,35,Poor,0
STU4864,Female,18,5,79,70,Yes,14,46,72,Average,3
STU4865,Female,23,38,71,96,Yes,17,71,94,Excellent,2
STU4866,Female,23,8,74,44,No,16,39,53,Average,1
STU4867,Female,20,28,77,45,Yes,18,75,93,Excellent,0
STU4868,Female,23,25,69,90,Yes,9,78,44,Poor,2
STU4869,Female,21,37,88,40,Yes,4,38,51,Average,0
STU4870,Female,18,11,52,98,Yes,11,68,63,Average,3
STU4871,Male,23,5,54,87,No,14,31,40,Poor,1
STU4872,Male,17,7,50,67,Yes,3,97,97,Excellent,3
STU4873,Female,23,19,64,57,Yes,7,81,65,Average,1
STU4874,Female,19,35,75,63,Yes,19,40,59,Average,3
STU4875,Male,19,20,52,52,Yes,16,66,55,Average,1
STU4876,Male,19,14,89,72,No,5,51,50,Average,0
STU4877,Male,23,33,90,49,Yes,15,81,38,Poor,0
STU4878,Female,21,10,96,46,Yes,4,34,80,Excellent,0
STU4879,Male,18,33,91,76,Yes,13,31,42,Poor,0
STU4880,Female,22,21,83,71,Yes,1,34,40,Poor,2
STU4881,Female,22,26,54,84,Yes,16,61,87,Excellent,1
STU4882,Male,22,28,80,61,Yes,5,48,98,Excellent,0
STU4883,Female,21,21,62,55,No,10,33,85,Excellent,1
STU4884,Female,20,25,92,63,Yes,1,75,97,Excellent,0
STU4885,Female,24,15,50,91,Yes,0,55,40,Poor,1
STU4886,Female,17,11,71,93,No,4,79,96,Excellent,3
STU4887,Male,17,9,64,53,No,7,55,67,Average,3
STU4888,Male,19,25,75,50,No,3,61,36,Poor,0
STU4889,Female,19,22,67,58,No,18,73,75,Excellent,3
STU4890,Female,23,39,97,62,Yes,4,55,50,Average,0
STU4891,Male,22,24,58,73,Yes,4,90,93,Excellent,1
STU4892,Female,23,19,50,99,Yes,15,80,43,Poor,2
STU4893,Male,24,9,92,79,Yes,17,88,44,Poor,2
STU4894,Female,22,17,58,52,No,10,67,41,Poor,1
STU4895,Female,19,16,72,78,Yes,16,55,54,Average,3
STU4896,Male,18,25,92,83,Yes,2,74,97,Excellent,0
STU4897,Male,20,10,94,67,No,17,60,38,Poor,0
STU4898,Male,23,11,51,79,Yes,3,99,62,Average,1
STU4899,Male,20,30,63,55,Yes,18,74,69,Average,1
STU4900,Female,20,12,87,89,Yes,8,60,36,Poor,2
STU4901,Male,20,13,89,90,Yes,4,90,75,Excellent,2
STU4902,Female,19,31,67,67,Yes,3,77,62,Average,3
STU4903,Male,17,8,65,43,No,15,74,35,Poor,3
STU4904,Male,19,25,78,67,Yes,9,89,61,Average,0
STU4905,Female,20,35,93,96,No,8,90,73,Average,2
STU4906,Male,19,25,60,99,Yes,15,81,74,Average,3
STU4907,Male,20,29,55,51,Yes,19,81,62,Average,1
STU4908,Male,21,19,52,55,Yes,16,91,58,Average,1
STU4909,Male,22,39,63,92,Yes,17,55,85,Excellent,2
STU4910,Female,17,32,51,93,No,14,96,90,Excellent,3
STU4911,Female,21,18,81,88,Yes,19,78,60,Average,2
STU4912,Male,18,8,80,75,No,8,73,86,Excellent,3
STU4913,Male,19,24,60,59,No,5,65,40,Poor,3
STU4914,Male,18,38,71,65,No,5,82,93,Excellent,3
STU4915,Female,23,16,52,95,Yes,10,73,46,Poor,2
STU4916,Female,19,37,99,95,No,19,51,97,Excellent,2
STU4917,Female,24,28,80,65,Yes,2,31,70,Average,1
STU4918,Female,24,24,82,61,Yes,11,36,43,Poor,1
STU4919,Male,22,9,73,95,Yes,14,45,63,Average,2
STU4920,Male,21,34,50,48,No,6,73,42,Poor,1
STU4921,Male,22,28,93,44,Yes,17,94,77,Excellent,0
STU4922,Female,23,11,64,56,Yes,14,98,69,Average,1
STU4923,Male,20,20,86,88,Yes,7,90,56,Average,2
STU4924,Female,22,19,76,73,Yes,8,59,55,Average,2
STU4925,Female,22,27,87,41,Yes,14,71,75,Excellent,0
STU4926,Male,24,16,97,92,No,15,54,75,Excellent,2
STU4927,Male,20,33,76,94,Yes,19,86,83,Excellent,2
STU4928,Male,24,19,93,46,No,2,61,38,Poor,0
STU4929,Female,19,33,61,75,Yes,4,79,99,Excellent,3
STU4930,Female,20,25,52,52,No,2,39,44,Poor,1
STU4931,Male,21,19,79,59,Yes,1,51,44,Poor,1
STU4932,Male,22,18,81,69,Yes,1,70,51,Average,2
STU4933,Female,24,20,72,69,Yes,3,76,87,Excellent,1
STU4934,Male,20,19,51,50,Yes,2,43,69,Average,1
STU4935,Female,23,8,56,70,No,8,32,38,Poor,1
STU4936,Female,23,31,83,97,Yes,11,82,45,Poor,2
STU4937,Male,22,27,81,42,No,8,45,78,Excellent,0
STU4938,Male,21,33,88,98,Yes,18,90,94,Excellent,2
STU4939,Male,18,13,81,41,Yes,11,57,96,Excellent,0
STU4940,Male,24,11,92,87,Yes,15,64,66,Average,2
STU4941,Female,21,8,92,42,Yes,0,31,80,Excellent,0
STU4942,Female,17,9,63,95,Yes,9,90,57,Average,3
STU4943,Female,17,9,52,54,Yes,9,85,71,Average,3
STU4944,Male,17,15,95,56,No,3,84,92,Excellent,0
STU4945,Female,22,32,81,87,Yes,10,47,77,Excellent,2
STU4946,Male,23,20,92,91,Yes,10,78,49,Poor,2
STU4947,Male,19,34,85,46,Yes,10,71,36,Poor,0
STU4948,Male,24,8,66,87,Yes,5,36,39,Poor,2
STU4949,Male,23,6,97,44,No,14,33,87,Excellent,0
STU4950,Male,19,7,52,73,No,1,72,79,Excellent,3
STU4951,Male,19,25,59,72,Yes,2,88,75,Excellent,3
STU4952,Female,23,10,96,93,No,4,78,97,Excellent,2
STU4953,Male,24,22,89,84,Yes,10,89,66,Average,2
STU4954,Female,22,9,67,55,Yes,11,35,36,Poor,1
STU4955,Female,21,13,52,76,Yes,2,49,44,Poor,3
STU4956,Male,19,24,88,42,No,8,60,77,Excellent,0
STU4957,Male,18,32,59,98,Yes,2,51,77,Excellent,3
STU4958,Male,23,30,58,98,Yes,1,61,57,Average,2
STU4959,Female,23,22,95,86,Yes,5,76,94,Excellent,2
STU4960,Male,17,23,95,87,Yes,5,63,40,Poor,3
STU4961,Female,21,7,60,82,No,16,56,47,Poor,3
STU4962,Male,17,13,82,96,Yes,7,73,55,Average,3
STU4963,Male,23,35,85,90,Yes,0,59,92,Excellent,2
STU4964,Female,23,21,75,89,Yes,7,62,62,Average,2
STU4965,Female,19,27,76,60,Yes,14,56,42,Poor,3
STU4966,Male,21,38,87,80,Yes,17,85,92,Excellent,2
STU4967,Female,20,9,71,47,Yes,12,52,74,Average,1
STU4968,Female,18,19,75,61,Yes,7,72,35,Poor,3
STU4969,Female,24,7,71,90,Yes,19,83,99,Excellent,2
STU4970,Female,19,23,54,93,Yes,17,97,44,Poor,3
STU4971,Female,23,32,84,44,Yes,12,82,94,Excellent,0
STU4972,Male,24,7,51,56,Yes,13,69,54,Average,1
STU4973,Male,19,8,84,76,Yes,14,89,96,Excellent,0
STU4974,Female,18,28,58,53,Yes,5,38,47,Poor,3
STU4975,Male,23,35,98,78,Yes,0,39,92,Excellent,2
STU4976,Male,18,15,67,80,Yes,6,39,71,Average,3
STU4977,Female,24,5,92,67,No,0,59,44,Poor,2
STU4978,Male,20,13,61,70,Yes,14,39,37,Poor,3
STU4979,Female,19,21,52,56,No,5,87,68,Average,1
STU4980,Female,22,5,67,74,No,4,65,68,Average,1
STU4981,Male,19,7,87,79,Yes,11,73,64,Average,0
STU4982,Female,17,30,56,61,Yes,2,86,71,Average,3
STU4983,Female,21,35,82,84,Yes,19,72,68,Average,2
STU4984,Female,21,30,55,87,Yes,13,52,66,Average,3
STU4985,Female,17,27,67,92,No,5,33,92,Excellent,3
STU4986,Female,23,34,94,68,Yes,3,41,58,Average,2
STU4987,Male,21,14,71,49,Yes,14,78,43,Poor,1
STU4988,Male,18,12,88,57,Yes,16,53,75,Excellent,0
STU4989,Female,24,29,58,74,No,4,42,58,Average,1
STU4990,Female,24,26,84,83,Yes,5,97,59,Average,2
STU4991,Male,21,19,72,55,Yes,9,63,70,Average,1
STU4992,Female,21,14,61,89,Yes,8,38,42,Poor,3
STU4993,Male,17,24,73,88,Yes,3,39,93,Excellent,3
STU4994,Female,23,27,99,46,Yes,8,94,69,Average,0
STU4995,Female,20,5,89,69,Yes,7,83,72,Average,0
STU4996,Female,21,6,58,58,Yes,2,72,66,Average,1
STU4997,Female,22,23,62,94,Yes,19,88,85,Excellent,2
STU4998,Female,21,18,89,99,Yes,0,88,62,Average,2
STU4999,Female,20,12,91,62,Yes,19,96,90,Excellent,0
STU5000,Female,17,16,66,47,Yes,4,90,42,Poor,3
STU5001,Male,20,30,56,56,Yes,2,67,75,Excellent,1
STU5002,Male,17,31,66,60,Yes,3,37,57,Average,3
STU5003,Male,18,33,99,65,Yes,18,94,88,Excellent,0
STU5004,Female,17,19,73,96,Yes,14,34,57,Average,3
STU5005,Female,18,5,51,67,Yes,18,72,66,Average,3
STU5006,Female,18,32,84,98,Yes,15,89,44,Poor,2
STU5007,Female,17,7,77,78,Yes,7,55,69,Average,3
STU5008,Female,22,22,68,72,Yes,13,40,97,Excellent,1
STU5009,Female,19,38,82,79,Yes,4,63,70,Average,3
STU5010,Female,17,36,70,58,Yes,0,31,83,Excellent,3
STU5011,Male,21,33,59,68,Yes,18,50,80,Excellent,1
STU5012,Female,22,29,95,59,No,4,55,61,Average,0
STU5013,Male,22,30,94,59,Yes,2,34,65,Average,0
STU5014,Male,21,12,58,49,Yes,16,38,68,Average,1
STU5015,Female,19,23,87,51,No,6,79,93,Excellent,0
STU5016,Female,22,26,55,95,Yes,16,39,88,Excellent,2
STU5017,Male,18,33,91,72,No,12,87,64,Average,0
STU5018,Male,24,37,84,95,Yes,13,39,57,Average,2
STU5019,Female,19,39,67,64,Yes,11,65,43,Poor,3
STU5020,Female,23,7,68,64,Yes,10,85,89,Excellent,1
STU5021,Male,21,23,54,92,Yes,0,91,35,Poor,3
STU5022,Female,19,14,74,43,Yes,2,66,90,Excellent,0
STU5023,Female,17,31,60,43,Yes,11,70,73,Average,3
STU5024,Female,24,19,59,48,Yes,8,77,52,Average,1
STU5025,Male,19,15,66,54,No,1,51,76,Excellent,1
STU5026,Male,18,30,85,95,Yes,13,90,99,Excellent,2
STU5027,Male,24,28,75,65,Yes,4,77,67,Average,1
STU5028,Female,17,17,80,54,Yes,2,93,64,Average,0
STU5029,Female,20,36,81,65,Yes,11,66,39,Poor,0
STU5030,Male,21,8,70,67,Yes,11,70,84,Excellent,1
STU5031,Male,24,17,67,46,Yes,6,34,99,Excellent,1
STU5032,Male,21,13,67,71,Yes,0,81,44,Poor,1
STU5033,Female,19,38,50,51,Yes,2,46,94,Excellent,1
STU5034,Male,22,11,63,74,No,10,91,61,Average,1
STU5035,Male,17,5,57,91,Yes,12,81,62,Average,3
STU5036,Female,20,16,51,71,Yes,9,49,79,Excellent,3
STU5037,Female,17,25,64,48,Yes,18,45,86,Excellent,3
STU5038,Female,21,15,83,53,Yes,3,36,96,Excellent,0
STU5039,Male,17,18,85,52,Yes,4,95,94,Excellent,0
STU5040,Female,20,38,50,95,Yes,10,41,74,Average,3
STU5041,Female,22,38,70,99,No,8,72,49,Poor,2
STU5042,Male,19,29,91,83,Yes,12,69,41,Poor,2
STU5043,Female,18,8,50,72,Yes,16,30,73,Average,3
STU5044,Male,17,30,81,71,Yes,14,87,85,Excellent,0
STU5045,Male,24,20,69,58,Yes,12,32,41,Poor,1
STU5046,Female,18,14,96,69,Yes,10,37,46,Poor,0
STU5047,Female,21,6,85,55,Yes,0,90,48,Poor,0
STU5048,Female,19,39,88,51,Yes,7,34,68,Average,0
STU5049,Female,23,23,79,49,Yes,4,55,73,Average,1
STU5050,Female,19,10,56,41,Yes,15,46,98,Excellent,1
STU5051,Female,17,23,71,57,Yes,3,95,46,Poor,3
STU5052,Male,24,12,99,52,Yes,18,80,68,Average,0
STU5053,Male,22,18,94,68,Yes,17,76,61,Average,2
STU5054,Female,19,14,59,63,Yes,1,69,56,Average,3
STU5055,Male,17,7,57,77,Yes,12,56,52,Average,3
STU5056,Female,17,33,76,51,Yes,15,69,80,Excellent,0
STU5057,Male,18,19,59,99,Yes,7,30,78,Excellent,3
STU5058,Male,19,27,63,99,Yes,18,75,52,Average,3
STU5059,Male,17,27,95,68,No,2,40,71,Average,0
STU5060,Female,18,22,60,61,Yes,18,68,41,Poor,3
STU5061,Male,24,23,55,75,No,16,47,94,Excellent,1
STU5062,Female,20,32,70,40,Yes,8,76,82,Excellent,1
STU5063,Male,24,30,82,82,Yes,16,50,85,Excellent,2
STU5064,Male,23,14,68,94,Yes,0,57,86,Excellent,2
STU5065,Male,18,8,88,79,Yes,3,30,86,Excellent,0
STU5066,Male,18,6,73,73,No,14,43,88,Excellent,3
STU5067,Male,17,7,67,73,Yes,11,49,75,Excellent,3
STU5068,Female,21,11,84,87,Yes,16,74,76,Excellent,2
STU5069,Female,21,20,92,72,Yes,11,90,56,Average,2
STU5070,Male,22,35,86,43,Yes,15,56,73,Average,0
STU5071,Male,21,14,68,77,Yes,12,85,57,Average,2
STU5072,Male,18,23,73,69,Yes,10,81,82,Excellent,3
STU5073,Male,22,32,83,92,Yes,14,97,67,Average,2
STU5074,Female,24,21,71,91,No,15,66,75,Excellent,2
STU5075,Male,17,32,53,85,Yes,5,60,64,Average,3
STU5076,Female,24,23,59,59,Yes,10,78,81,Excellent,1
STU5077,Male,19,27,51,65,Yes,14,82,91,Excellent,3
STU5078,Female,23,24,57,54,No,4,68,91,Excellent,1
STU5079,Male,23,17,82,46,Yes,2,39,96,Excellent,1
STU5080,Male,18,17,87,46,Yes,1,38,91,Excellent,0
STU5081,Female,18,15,92,89,No,0,42,59,Average,3
STU5082,Male,22,19,77,68,Yes,14,47,74,Average,1
STU5083,Male,17,21,59,62,Yes,1,41,51,Average,3
STU5084,Male,20,32,94,73,Yes,19,34,82,Excellent,0
STU5085,Female,18,23,50,59,No,5,36,73,Average,3
STU5086,Male,20,8,83,54,No,11,44,49,Poor,0
STU5087,Male,24,26,52,72,No,15,96,51,Average,1
STU5088,Female,20,26,58,92,Yes,13,47,69,Average,3
STU5089,Female,21,38,54,56,Yes,3,67,67,Average,1
STU5090,Female,17,37,91,59,Yes,7,55,52,Average,0
STU5091,Male,23,37,59,96,No,11,67,64,Average,2
STU5092,Male,23,16,61,52,No,13,88,71,Average,1
STU5093,Male,20,6,67,83,Yes,19,81,41,Poor,3
STU5094,Female,23,32,70,63,Yes,12,62,62,Average,1
STU5095,Male,24,14,70,93,Yes,4,50,52,Average,2
STU5096,Male,17,26,50,86,Yes,11,46,81,Excellent,3
STU5097,Female,21,21,52,95,Yes,9,91,57,Average,3
STU5098,Female,17,30,54,76,Yes,18,88,54,Average,3
STU5099,Female,18,7,74,46,Yes,12,31,65,Average,0
STU5100,Female,20,11,98,47,Yes,8,93,48,Poor,0
STU5101,Female,17,12,57,62,No,10,54,57,Average,3
STU5102,Male,24,24,66,53,No,4,70,36,Poor,1
STU5103,Female,23,16,58,43,No,12,48,63,Average,1
STU5104,Male,19,39,81,60,Yes,9,67,84,Excellent,0
STU5105,Male,17,21,55,85,Yes,17,54,93,Excellent,3
STU5106,Female,20,32,98,49,Yes,14,68,67,Average,0
STU5107,Female,21,14,89,61,No,19,33,82,Excellent,0
STU5108,Female,23,26,70,69,Yes,11,32,78,Excellent,1
STU5109,Male,21,37,56,69,Yes,3,63,46,Poor,1
STU5110,Female,20,26,56,99,Yes,4,39,76,Excellent,3
STU5111,Female,23,17,96,55,No,7,56,69,Average,0
STU5112,Female,18,31,88,50,Yes,4,30,75,Excellent,0
STU5113,Female,23,19,76,61,Yes,0,73,89,Excellent,1
STU5114,Female,18,26,57,68,Yes,17,81,47,Poor,3
STU5115,Male,21,34,58,64,No,18,54,73,Average,1
STU5116,Male,21,38,77,97,Yes,18,94,69,Average,2
STU5117,Male,20,38,64,53,Yes,9,40,67,Average,1
STU5118,Female,18,39,51,53,Yes,8,97,70,Average,3
STU5119,Female,21,23,56,41,Yes,0,44,47,Poor,1
STU5120,Female,18,12,96,93,Yes,19,86,90,Excellent,2
STU5121,Male,21,37,67,52,Yes,2,93,80,Excellent,1
STU5122,Female,23,32,71,42,Yes,12,40,80,Excellent,1
STU5123,Female,17,29,99,69,No,5,49,78,Excellent,0
STU5124,Female,24,21,59,57,Yes,5,59,80,Excellent,1
STU5125,Male,19,28,99,93,Yes,17,39,65,Average,2
STU5126,Female,24,25,82,75,Yes,4,83,58,Average,2
STU5127,Male,23,6,56,60,Yes,16,87,66,Average,1
STU5128,Female,22,35,52,92,No,2,58,50,Average,3
STU5129,Male,24,37,63,58,Yes,4,30,91,Excellent,1
STU5130,Male,17,34,93,55,Yes,2,87,58,Average,0
STU5131,Male,22,16,95,67,Yes,12,50,68,Average,0
STU5132,Female,21,16,85,43,Yes,14,44,86,Excellent,0
STU5133,Female,19,28,62,90,Yes,16,96,82,Excellent,3
STU5134,Male,19,28,65,94,Yes,14,62,87,Excellent,3
STU5135,Male,21,15,65,54,No,4,67,89,Excellent,1
STU5136,Female,21,17,54,40,Yes,13,48,72,Average,1
STU5137,Female,18,31,74,87,Yes,10,33,36,Poor,3
STU5138,Male,21,12,87,86,Yes,13,87,87,Excellent,2
STU5139,Female,20,14,87,55,No,6,99,84,Excellent,0
STU5140,Female,24,12,99,93,Yes,2,41,63,Average,2
STU5141,Female,21,24,87,59,Yes,19,46,89,Excellent,0
STU5142,Female,20,12,88,72,Yes,9,30,95,Excellent,0
STU5143,Male,21,13,97,56,No,10,43,84,Excellent,0
STU5144,Female,18,11,90,44,Yes,5,31,50,Average,0
STU5145,Female,20,18,75,44,Yes,4,33,78,Excellent,0
STU5146,Male,24,32,62,97,Yes,19,95,50,Average,2
STU5147,Male,17,6,93,78,No,12,75,62,Average,0
STU5148,Female,20,12,75,52,Yes,11,79,91,Excellent,0
STU5149,Female,23,17,50,83,No,18,89,60,Average,1
STU5150,Female,18,25,57,75,Yes,18,81,45,Poor,3
STU5151,Female,22,32,53,69,Yes,4,77,35,Poor,1
STU5152,Male,24,39,70,96,Yes,19,68,77,Excellent,2
STU5153,Male,20,27,71,43,Yes,8,99,80,Excellent,0
STU5154,Male,23,19,86,62,Yes,3,89,70,Average,2
STU5155,Female,23,6,98,60,Yes,14,59,91,Excellent,0
STU5156,Female,24,16,52,60,Yes,2,56,40,Poor,1
STU5157,Female,24,7,68,45,Yes,6,84,96,Excellent,1
STU5158,Female,23,9,50,63,Yes,19,99,61,Average,1
STU5159,Male,21,7,78,86,Yes,19,55,60,Average,2
STU5160,Male,23,23,72,92,No,13,71,47,Poor,2
STU5161,Female,21,6,82,70,Yes,13,96,52,Average,2
STU5162,Male,22,21,90,58,Yes,8,96,72,Average,0
STU5163,Female,18,18,72,77,Yes,2,81,40,Poor,3
STU5164,Female,19,32,54,51,Yes,8,35,62,Average,1
STU5165,Male,21,31,56,53,Yes,3,39,39,Poor,1
STU5166,Female,23,14,55,89,No,16,67,93,Excellent,2
STU5167,Female,23,7,98,99,No,5,41,79,Excellent,2
STU5168,Male,17,29,71,51,Yes,15,75,87,Excellent,0
STU5169,Female,23,26,98,95,Yes,17,78,36,Poor,2
STU5170,Female,18,34,62,95,Yes,12,92,83,Excellent,3
STU5171,Male,20,25,61,54,Yes,6,98,97,Excellent,1
STU5172,Female,20,34,53,58,Yes,2,72,92,Excellent,1
STU5173,Male,23,32,57,67,Yes,5,89,38,Poor,1
STU5174,Female,17,35,86,79,Yes,2,58,64,Average,3
STU5175,Male,21,30,80,80,Yes,11,40,91,Excellent,2
STU5176,Male,18,26,86,44,Yes,4,64,81,Excellent,0
STU5177,Male,17,25,94,44,Yes,16,52,52,Average,0
STU5178,Female,21,5,75,45,Yes,9,50,78,Excellent,1
STU5179,Male,18,17,92,62,Yes,6,66,86,Excellent,0
STU5180,Male,23,25,57,42,Yes,3,57,83,Excellent,1
STU5181,Male,20,13,89,76,No,9,87,64,Average,2
STU5182,Male,18,21,82,72,No,6,82,86,Excellent,0
STU5183,Male,23,25,94,82,Yes,10,57,71,Average,2
STU5184,Female,22,35,78,97,Yes,7,71,97,Excellent,2
STU5185,Female,19,26,54,60,Yes,7,90,46,Poor,3
STU5186,Female,18,16,77,59,Yes,4,62,51,Average,3
STU5187,Female,19,10,89,40,Yes,4,84,68,Average,0
STU5188,Female,18,20,66,78,Yes,6,66,62,Average,3
STU5189,Female,19,30,72,86,Yes,3,76,38,Poor,3
STU5190,Female,22,9,94,56,Yes,1,65,80,Excellent,0
STU5191,Male,20,13,58,68,No,18,57,48,Poor,3
STU5192,Female,24,18,51,47,Yes,1,39,47,Poor,1
STU5193,Male,21,34,81,65,Yes,15,52,92,Excellent,0
STU5194,Male,19,30,98,67,Yes,11,34,83,Excellent,0
STU5195,Female,22,33,80,73,Yes,14,35,84,Excellent,2
STU5196,Male,19,23,56,65,Yes,9,71,55,Average,3
STU5197,Male,20,12,79,52,Yes,5,76,85,Excellent,0
STU5198,Male,19,27,52,83,Yes,12,57,72,Average,3
STU5199,Male,22,39,58,76,No,5,42,60,Average,1
STU5200,Female,23,35,59,52,Yes,1,54,40,Poor,1
STU5201,Female,22,39,95,77,No,13,36,52,Average,2
STU5202,Female,24,36,99,64,Yes,17,95,40,Poor,2
STU5203,Female,24,9,96,86,Yes,5,87,75,Excellent,2
STU5204,Female,24,20,75,62,Yes,18,95,91,Excellent,1
STU5205,Female,17,21,50,61,Yes,13,65,84,Excellent,3
STU5206,Female,20,36,79,60,Yes,12,31,59,Average,0
STU5207,Female,23,36,87,93,Yes,7,67,82,Excellent,2
STU5208,Female,17,24,64,69,Yes,4,43,58,Average,3
STU5209,Female,20,6,74,50,Yes,12,56,64,Average,0
STU5210,Male,23,24,55,43,Yes,5,44,79,Excellent,1
STU5211,Female,19,22,67,72,Yes,18,41,77,Excellent,3
STU5212,Male,23,5,50,86,Yes,10,72,90,Excellent,1
STU5213,Male,22,33,52,51,Yes,15,86,67,Average,1
STU5214,Male,17,33,66,48,Yes,4,77,79,Excellent,0
STU5215,Male,19,23,97,71,Yes,11,90,41,Poor,0
STU5216,Female,22,10,57,50,Yes,16,73,52,Average,1
STU5217,Male,20,12,98,76,Yes,1,81,79,Excellent,0
STU5218,Female,23,28,89,63,No,9,91,71,Average,2
STU5219,Female,22,24,66,46,Yes,14,31,55,Average,1
STU5220,Male,19,18,74,47,Yes,18,60,78,Excellent,0
STU5221,Female,17,9,90,72,Yes,19,62,64,Average,0
STU5222,Male,17,38,61,64,Yes,16,34,45,Poor,3
STU5223,Male,24,20,78,40,Yes,18,87,42,Poor,1
STU5224,Female,23,11,74,42,Yes,18,40,39,Poor,1
STU5225,Female,22,20,85,79,Yes,12,52,42,Poor,2
STU5226,Male,24,11,74,67,Yes,12,74,39,Poor,1
STU5227,Female,19,31,78,82,No,15,56,44,Poor,3
STU5228,Female,24,18,60,72,Yes,2,85,49,Poor,1
STU5229,Female,18,18,53,85,Yes,3,88,90,Excellent,3
STU5230,Male,20,37,63,40,Yes,6,69,89,Excellent,1
STU5231,Male,24,37,95,77,Yes,2,47,37,Poor,2
STU5232,Female,20,24,87,92,Yes,8,80,75,Excellent,2
STU5233,Female,19,11,66,66,Yes,7,90,44,Poor,3
STU5234,Female,18,36,51,77,Yes,17,52,41,Poor,3
STU5235,Female,17,7,57,74,Yes,13,65,97,Excellent,3
STU5236,Female,23,33,85,49,No,19,67,97,Excellent,0
STU5237,Male,21,28,59,51,Yes,4,85,60,Average,1
STU5238,Female,21,26,56,49,Yes,2,68,68,Average,1
STU5239,Male,23,10,85,93,Yes,9,98,73,Average,2
STU5240,Female,19,28,65,73,No,10,57,94,Excellent,3
STU5241,Male,18,27,63,63,Yes,16,50,60,Average,3
STU5242,Female,18,14,65,67,No,7,91,96,Excellent,3
STU5243,Male,20,20,74,61,Yes,8,52,44,Poor,3
STU5244,Female,17,15,90,84,Yes,7,50,88,Excellent,0
STU5245,Male,22,36,53,55,Yes,19,45,65,Average,1
STU5246,Male,24,10,78,52,Yes,1,91,72,Average,1
STU5247,Male,18,28,55,75,Yes,3,94,59,Average,3
STU5248,Male,23,37,50,75,Yes,15,34,99,Excellent,1
STU5249,Male,22,16,88,82,Yes,8,75,84,Excellent,2
STU5250,Male,21,31,50,62,Yes,8,93,58,Average,1
STU5251,Female,22,22,89,53,Yes,4,70,61,Average,0
STU5252,Male,17,17,52,71,No,2,73,84,Excellent,3
STU5253,Female,23,34,50,42,No,13,44,84,Excellent,1
STU5254,Female,17,17,50,66,Yes,14,97,49,Poor,3
STU5255,Female,22,38,88,58,No,5,80,51,Average,0
STU5256,Female,24,34,70,61,Yes,15,83,63,Average,1
STU5257,Female,19,29,94,96,Yes,9,97,39,Poor,2
STU5258,Male,18,6,79,40,Yes,13,71,45,Poor,0
STU5259,Male,23,22,81,44,Yes,11,75,86,Excellent,1
STU5260,Male,19,9,82,88,Yes,8,54,68,Average,3
STU5261,Female,22,23,97,72,Yes,18,96,67,Average,2
STU5262,Male,18,22,71,90,Yes,11,64,83,Excellent,3
STU5263,Male,20,36,79,58,Yes,12,51,65,Average,0
STU5264,Male,19,25,95,75,No,12,38,52,Average,0
STU5265,Male,19,14,53,90,No,16,53,39,Poor,3
STU5266,Male,22,26,72,45,Yes,1,52,64,Average,1
STU5267,Female,21,17,93,99,Yes,19,90,79,Excellent,2
STU5268,Male,22,21,74,54,Yes,8,66,72,Average,1
STU5269,Female,19,13,61,75,Yes,7,74,63,Average,3
STU5270,Female,18,28,66,95,Yes,6,44,70,Average,3
STU5271,Female,24,18,64,72,Yes,4,86,43,Poor,1
STU5272,Female,21,12,59,63,Yes,18,43,57,Average,1
STU5273,Female,22,23,84,66,Yes,2,81,37,Poor,2
STU5274,Male,24,32,78,88,No,12,65,90,Excellent,2
STU5275,Male,23,34,61,50,No,5,56,74,Average,1
STU5276,Male,22,11,50,88,Yes,10,46,90,Excellent,3
STU5277,Female,19,30,50,62,Yes,3,70,92,Excellent,3
STU5278,Male,24,15,59,72,No,2,33,65,Average,1
STU5279,Male,19,18,67,80,Yes,3,32,45,Poor,3
STU5280,Female,20,25,96,85,Yes,2,48,76,Excellent,2
STU5281,Female,24,12,51,86,Yes,12,70,37,Poor,1
STU5282,Female,24,7,98,95,Yes,14,69,91,Excellent,2
STU5283,Female,22,32,57,68,No,11,87,48,Poor,1
STU5284,Male,19,33,71,70,Yes,14,68,80,Excellent,3
STU5285,Female,23,27,71,40,Yes,10,36,53,Average,1
STU5286,Female,17,22,75,73,Yes,10,65,94,Excellent,3
STU5287,Male,21,39,75,57,Yes,12,49,65,Average,1
STU5288,Male,17,17,58,57,Yes,11,58,70,Average,3
STU5289,Female,21,16,70,45,Yes,5,97,66,Average,1
STU5290,Male,23,9,80,91,Yes,19,95,97,Excellent,2
STU5291,Female,24,15,92,79,Yes,18,76,60,Average,2
STU5292,Female,24,15,55,40,Yes,18,52,99,Excellent,1
STU5293,Male,22,35,63,86,Yes,2,35,36,Poor,3
STU5294,Male,20,35,82,81,Yes,15,47,79,Excellent,2
STU5295,Female,19,17,56,69,Yes,8,82,59,Average,3
STU5296,Female,19,18,73,43,Yes,13,51,74,Average,0
STU5297,Female,19,29,58,71,Yes,2,97,52,Average,3
STU5298,Male,22,37,60,49,Yes,2,64,46,Poor,1
